(node:36723) ExperimentalWarning: localStorage is not available because --localstorage-file was not provided.
(Use `node --trace-warnings ...` to show where the warning was created)
{"wave":0,"hp":100,"maxHp":100,"level":1,"gold":0,"threats":0,"worksHp":0,"works":{},"needsRider":false,"failures":[]}
{"wave":1,"hp":100,"maxHp":100,"level":1,"gold":30,"threats":8,"worksHp":0,"works":{},"needsRider":false,"failures":[]}
{"wave":2,"hp":96.80000000000001,"maxHp":100,"level":2,"gold":40,"threats":9,"worksHp":50,"works":{"turret":1},"needsRider":false,"failures":[]}
{"wave":3,"hp":96.80000000000001,"maxHp":100,"level":2,"gold":70,"threats":9,"worksHp":50,"works":{"turret":1},"needsRider":false,"failures":[]}
{"wave":4,"hp":96.80000000000001,"maxHp":100,"level":2,"gold":30,"threats":12,"worksHp":100,"works":{"turret":2},"needsRider":false,"failures":[]}
{"wave":5,"hp":146.8,"maxHp":150,"level":4,"gold":90,"threats":12,"worksHp":100,"works":{"turret":2},"needsRider":false,"failures":[]}
{"wave":6,"hp":171.8,"maxHp":175,"level":6,"gold":65,"threats":16,"worksHp":150,"works":{"turret":3},"needsRider":false,"failures":[]}
{"wave":7,"hp":171.8,"maxHp":175,"level":8,"gold":145,"threats":16,"worksHp":150,"works":{"turret":3},"needsRider":false,"failures":[]}
{"wave":8,"hp":171.8,"maxHp":175,"level":10,"gold":40,"threats":17,"worksHp":320,"works":{"sentry_beacon":2,"turret":4},"needsRider":false,"failures":[]}
{"wave":9,"hp":171.8,"maxHp":175,"level":12,"gold":75,"threats":22,"worksHp":378,"works":{"sentry_beacon":3,"turret":4},"needsRider":false,"failures":[]}
{"wave":10,"hp":171.8,"maxHp":175,"level":14,"gold":65,"threats":22,"worksHp":506,"works":{"sentry_beacon":5,"turret":4},"needsRider":false,"failures":[]}
{"wave":11,"hp":171.8,"maxHp":175,"level":15,"gold":50,"threats":25,"worksHp":576,"works":{"sentry_beacon":6,"turret":4},"needsRider":false,"failures":[]}
{"wave":16,"hp":171.8,"maxHp":175,"level":23,"gold":31,"threats":26,"worksHp":2416,"works":{"sentry_beacon":6,"palisade":17,"turret":4},"needsRider":true,"failures":[]}
{"wave":16,"hp":171.8,"maxHp":175,"level":23,"gold":31,"threats":24,"worksHp":2408,"works":{"sentry_beacon":6,"palisade":17,"turret":4},"needsRider":true,"failures":[]}
{"wave":16,"hp":171.8,"maxHp":175,"level":23,"gold":31,"threats":24,"worksHp":2400,"works":{"sentry_beacon":6,"palisade":17,"turret":4},"needsRider":true,"failures":[]}
{"wave":16,"hp":171.8,"maxHp":175,"level":23,"gold":31,"threats":23,"worksHp":2392,"works":{"sentry_beacon":6,"palisade":17,"turret":4},"needsRider":true,"failures":[]}
{"wave":16,"hp":171.8,"maxHp":175,"level":23,"gold":31,"threats":22,"worksHp":2384,"works":{"sentry_beacon":6,"palisade":17,"turret":4},"needsRider":true,"failures":[]}
{"wave":16,"hp":171.8,"maxHp":175,"level":23,"gold":31,"threats":21,"worksHp":2376,"works":{"sentry_beacon":6,"palisade":17,"turret":4},"needsRider":true,"failures":[]}
{"wave":16,"hp":171.8,"maxHp":175,"level":23,"gold":31,"threats":21,"worksHp":2368,"works":{"sentry_beacon":6,"palisade":17,"turret":4},"needsRider":true,"failures":[]}
{"wave":16,"hp":171.8,"maxHp":175,"level":23,"gold":31,"threats":20,"worksHp":2360,"works":{"sentry_beacon":6,"palisade":17,"turret":4},"needsRider":true,"failures":[]}
{"wave":16,"hp":171.8,"maxHp":175,"level":23,"gold":31,"threats":20,"worksHp":2352,"works":{"sentry_beacon":6,"palisade":17,"turret":4},"needsRider":true,"failures":[]}
{"wave":16,"hp":171.8,"maxHp":175,"level":23,"gold":31,"threats":21,"worksHp":2344,"works":{"sentry_beacon":6,"palisade":17,"turret":4},"needsRider":true,"failures":[]}
{"wave":16,"hp":171.8,"maxHp":175,"level":23,"gold":31,"threats":20,"worksHp":2336,"works":{"sentry_beacon":6,"palisade":17,"turret":4},"needsRider":true,"failures":[]}
{"wave":16,"hp":171.8,"maxHp":175,"level":23,"gold":31,"threats":19,"worksHp":2328,"works":{"sentry_beacon":6,"palisade":17,"turret":4},"needsRider":true,"failures":[]}
{"wave":16,"hp":171.8,"maxHp":175,"level":23,"gold":31,"threats":19,"worksHp":2320,"works":{"sentry_beacon":6,"palisade":17,"turret":4},"needsRider":true,"failures":[]}
{"wave":16,"hp":171.8,"maxHp":175,"level":23,"gold":29,"threats":18,"worksHp":2360,"works":{"sentry_beacon":6,"palisade":17,"turret":4},"needsRider":true,"failures":[]}
{"wave":16,"hp":171.8,"maxHp":175,"level":23,"gold":29,"threats":19,"worksHp":2352,"works":{"sentry_beacon":6,"palisade":17,"turret":4},"needsRider":true,"failures":[]}
{"wave":16,"hp":171.8,"maxHp":175,"level":23,"gold":29,"threats":19,"worksHp":2344,"works":{"sentry_beacon":6,"palisade":17,"turret":4},"needsRider":true,"failures":[]}
{"wave":16,"hp":171.8,"maxHp":175,"level":23,"gold":29,"threats":19,"worksHp":2336,"works":{"sentry_beacon":6,"palisade":17,"turret":4},"needsRider":true,"failures":[]}
{"wave":16,"hp":171.8,"maxHp":175,"level":23,"gold":29,"threats":19,"worksHp":2328,"works":{"sentry_beacon":6,"palisade":17,"turret":4},"needsRider":true,"failures":[]}
{"wave":16,"hp":171.8,"maxHp":175,"level":23,"gold":29,"threats":19,"worksHp":2320,"works":{"sentry_beacon":6,"palisade":17,"turret":4},"needsRider":true,"failures":[]}
{"wave":16,"hp":171.8,"maxHp":175,"level":23,"gold":29,"threats":19,"worksHp":2312,"works":{"sentry_beacon":6,"palisade":17,"turret":4},"needsRider":true,"failures":[]}
{"wave":16,"hp":171.8,"maxHp":175,"level":23,"gold":29,"threats":19,"worksHp":2308,"works":{"sentry_beacon":6,"palisade":17,"turret":4},"needsRider":true,"failures":[]}
{"wave":16,"hp":171.8,"maxHp":175,"level":23,"gold":29,"threats":19,"worksHp":2300,"works":{"sentry_beacon":6,"palisade":17,"turret":4},"needsRider":true,"failures":[]}
{"wave":16,"hp":171.8,"maxHp":175,"level":23,"gold":29,"threats":18,"worksHp":2292,"works":{"sentry_beacon":6,"palisade":17,"turret":4},"needsRider":true,"failures":[]}
{"wave":16,"hp":171.8,"maxHp":175,"level":23,"gold":29,"threats":18,"worksHp":2284,"works":{"sentry_beacon":6,"palisade":17,"turret":4},"needsRider":true,"failures":[]}
{"wave":16,"hp":171.8,"maxHp":175,"level":24,"gold":29,"threats":19,"worksHp":2276,"works":{"sentry_beacon":6,"palisade":17,"turret":4},"offer":["wide_ring","spring_heels","pan_legend"],"needsRider":true,"failures":[]}
{"wave":16,"hp":171.8,"maxHp":175,"level":24,"gold":27,"threats":19,"worksHp":2324,"works":{"sentry_beacon":6,"palisade":17,"turret":4},"needsRider":true,"failures":[]}
{"wave":16,"hp":171.8,"maxHp":175,"level":24,"gold":27,"threats":16,"worksHp":2316,"works":{"sentry_beacon":6,"palisade":17,"turret":4},"needsRider":true,"failures":[]}
{"wave":16,"hp":171.8,"maxHp":175,"level":24,"gold":27,"threats":14,"worksHp":2308,"works":{"sentry_beacon":6,"palisade":17,"turret":4},"needsRider":true,"failures":[]}
{"wave":17,"hp":171.8,"maxHp":175,"level":24,"gold":27,"threats":34,"worksHp":2308,"works":{"sentry_beacon":6,"palisade":17,"turret":4},"needsRider":false,"failures":[]}
{"wave":17,"hp":171.8,"maxHp":175,"level":24,"gold":27,"threats":32,"worksHp":2300,"works":{"sentry_beacon":6,"palisade":17,"turret":4},"needsRider":true,"failures":[]}
{"wave":17,"hp":171.8,"maxHp":175,"level":24,"gold":27,"threats":32,"worksHp":2292,"works":{"sentry_beacon":6,"palisade":17,"turret":4},"needsRider":true,"failures":[]}
{"wave":17,"hp":171.8,"maxHp":175,"level":24,"gold":27,"threats":32,"worksHp":2284,"works":{"sentry_beacon":6,"palisade":17,"turret":4},"needsRider":true,"failures":[]}
{"wave":17,"hp":171.8,"maxHp":175,"level":24,"gold":27,"threats":30,"worksHp":2276,"works":{"sentry_beacon":6,"palisade":17,"turret":4},"needsRider":true,"failures":[]}
{"wave":17,"hp":171.8,"maxHp":175,"level":24,"gold":25,"threats":29,"worksHp":2324,"works":{"sentry_beacon":6,"palisade":17,"turret":4},"needsRider":true,"failures":[]}
{"wave":17,"hp":171.8,"maxHp":175,"level":24,"gold":25,"threats":28,"worksHp":2316,"works":{"sentry_beacon":6,"palisade":17,"turret":4},"needsRider":true,"failures":[]}
{"wave":17,"hp":171.8,"maxHp":175,"level":24,"gold":25,"threats":25,"worksHp":2308,"works":{"sentry_beacon":6,"palisade":17,"turret":4},"needsRider":true,"failures":[]}
{"wave":17,"hp":171.8,"maxHp":175,"level":24,"gold":25,"threats":22,"worksHp":2300,"works":{"sentry_beacon":6,"palisade":17,"turret":4},"needsRider":true,"failures":[]}
{"wave":17,"hp":171.8,"maxHp":175,"level":24,"gold":25,"threats":17,"worksHp":2292,"works":{"sentry_beacon":6,"palisade":17,"turret":4},"needsRider":true,"failures":[]}
{"wave":17,"hp":171.8,"maxHp":175,"level":24,"gold":25,"threats":35,"worksHp":2284,"works":{"sentry_beacon":6,"palisade":17,"turret":4},"needsRider":true,"failures":[]}
{"wave":17,"hp":171.8,"maxHp":175,"level":24,"gold":25,"threats":34,"worksHp":2276,"works":{"sentry_beacon":6,"palisade":17,"turret":4},"needsRider":true,"failures":[]}
{"wave":17,"hp":171.8,"maxHp":175,"level":24,"gold":23,"threats":35,"worksHp":2324,"works":{"sentry_beacon":6,"palisade":17,"turret":4},"needsRider":true,"failures":[]}
{"wave":17,"hp":171.8,"maxHp":175,"level":24,"gold":23,"threats":34,"worksHp":2316,"works":{"sentry_beacon":6,"palisade":17,"turret":4},"needsRider":true,"failures":[]}
{"wave":17,"hp":171.8,"maxHp":175,"level":24,"gold":23,"threats":35,"worksHp":2308,"works":{"sentry_beacon":6,"palisade":17,"turret":4},"needsRider":true,"failures":[]}
{"wave":17,"hp":171.8,"maxHp":175,"level":24,"gold":23,"threats":34,"worksHp":2300,"works":{"sentry_beacon":6,"palisade":17,"turret":4},"needsRider":true,"failures":[]}
{"wave":17,"hp":171.8,"maxHp":175,"level":24,"gold":23,"threats":33,"worksHp":2292,"works":{"sentry_beacon":6,"palisade":17,"turret":4},"needsRider":true,"failures":[]}
{"wave":17,"hp":171.8,"maxHp":175,"level":24,"gold":23,"threats":32,"worksHp":2284,"works":{"sentry_beacon":6,"palisade":17,"turret":4},"needsRider":true,"failures":[]}
{"wave":17,"hp":171.8,"maxHp":175,"level":24,"gold":23,"threats":32,"worksHp":2276,"works":{"sentry_beacon":6,"palisade":17,"turret":4},"needsRider":true,"failures":[]}
{"wave":17,"hp":171.8,"maxHp":175,"level":24,"gold":23,"threats":31,"worksHp":2268,"works":{"sentry_beacon":6,"palisade":17,"turret":4},"needsRider":true,"failures":[]}
{"wave":17,"hp":171.8,"maxHp":175,"level":24,"gold":23,"threats":30,"worksHp":2260,"works":{"sentry_beacon":6,"palisade":17,"turret":4},"needsRider":true,"failures":[]}
{"wave":17,"hp":171.8,"maxHp":175,"level":24,"gold":23,"threats":30,"worksHp":2252,"works":{"sentry_beacon":6,"palisade":17,"turret":4},"needsRider":true,"failures":[]}
{"wave":17,"hp":171.8,"maxHp":175,"level":24,"gold":23,"threats":29,"worksHp":2244,"works":{"sentry_beacon":6,"palisade":17,"turret":4},"needsRider":true,"failures":[]}
{"wave":17,"hp":171.8,"maxHp":175,"level":24,"gold":23,"threats":28,"worksHp":2236,"works":{"sentry_beacon":6,"palisade":17,"turret":4},"needsRider":true,"failures":[]}
{"wave":17,"hp":171.8,"maxHp":175,"level":24,"gold":23,"threats":28,"worksHp":2228,"works":{"sentry_beacon":6,"palisade":17,"turret":4},"needsRider":true,"failures":[]}
{"wave":17,"hp":171.8,"maxHp":175,"level":24,"gold":23,"threats":27,"worksHp":2220,"works":{"sentry_beacon":6,"palisade":17,"turret":4},"needsRider":true,"failures":[]}
{"wave":17,"hp":171.8,"maxHp":175,"level":24,"gold":23,"threats":26,"worksHp":2212,"works":{"sentry_beacon":6,"palisade":17,"turret":4},"needsRider":true,"failures":[]}
{"wave":17,"hp":171.8,"maxHp":175,"level":24,"gold":23,"threats":26,"worksHp":2204,"works":{"sentry_beacon":6,"palisade":17,"turret":4},"needsRider":true,"failures":[]}
{"wave":17,"hp":171.8,"maxHp":175,"level":24,"gold":21,"threats":26,"worksHp":2252,"works":{"sentry_beacon":6,"palisade":17,"turret":4},"needsRider":true,"failures":[]}
{"wave":17,"hp":171.8,"maxHp":175,"level":24,"gold":21,"threats":26,"worksHp":2244,"works":{"sentry_beacon":6,"palisade":17,"turret":4},"needsRider":true,"failures":[]}
{"wave":17,"hp":171.8,"maxHp":175,"level":25,"gold":21,"threats":23,"worksHp":2236,"works":{"sentry_beacon":6,"palisade":17,"turret":4},"offer":["spring_heels","wide_ring","sharpen"],"needsRider":true,"failures":[]}
{"wave":17,"hp":171.8,"maxHp":175,"level":25,"gold":21,"threats":23,"worksHp":2228,"works":{"sentry_beacon":6,"palisade":17,"turret":4},"offer":["spring_heels","wide_ring","sharpen"],"needsRider":true,"failures":[]}
{"wave":17,"hp":171.8,"maxHp":175,"level":25,"gold":21,"threats":23,"worksHp":2220,"works":{"sentry_beacon":6,"palisade":17,"turret":4},"offer":["spring_heels","wide_ring","sharpen"],"needsRider":true,"failures":[]}
{"wave":17,"hp":171.8,"maxHp":175,"level":25,"gold":21,"threats":23,"worksHp":2212,"works":{"sentry_beacon":6,"palisade":17,"turret":4},"offer":["spring_heels","wide_ring","sharpen"],"needsRider":true,"failures":[]}
{"wave":17,"hp":171.8,"maxHp":175,"level":25,"gold":21,"threats":23,"worksHp":2204,"works":{"sentry_beacon":6,"palisade":17,"turret":4},"offer":["spring_heels","wide_ring","sharpen"],"needsRider":true,"failures":[]}
{"wave":17,"hp":171.8,"maxHp":175,"level":25,"gold":21,"threats":23,"worksHp":2196,"works":{"sentry_beacon":6,"palisade":17,"turret":4},"offer":["spring_heels","wide_ring","sharpen"],"needsRider":true,"failures":[]}
{"wave":17,"hp":171.8,"maxHp":175,"level":25,"gold":21,"threats":21,"worksHp":2188,"works":{"sentry_beacon":6,"palisade":17,"turret":4},"offer":["spring_heels","wide_ring","sharpen"],"needsRider":true,"failures":[]}
{"wave":17,"hp":171.8,"maxHp":175,"level":25,"gold":21,"threats":20,"worksHp":2180,"works":{"sentry_beacon":6,"palisade":17,"turret":4},"offer":["spring_heels","wide_ring","sharpen"],"needsRider":true,"failures":[]}
{"wave":17,"hp":171.8,"maxHp":175,"level":25,"gold":21,"threats":19,"worksHp":2172,"works":{"sentry_beacon":6,"palisade":17,"turret":4},"offer":["spring_heels","wide_ring","sharpen"],"needsRider":true,"failures":[]}
{"wave":17,"hp":171.8,"maxHp":175,"level":25,"gold":19,"threats":19,"worksHp":2220,"works":{"sentry_beacon":6,"palisade":17,"turret":4},"needsRider":true,"failures":[]}
{"wave":17,"hp":171.8,"maxHp":175,"level":25,"gold":19,"threats":17,"worksHp":2212,"works":{"sentry_beacon":6,"palisade":17,"turret":4},"needsRider":true,"failures":[]}
{"wave":17,"hp":171.8,"maxHp":175,"level":25,"gold":19,"threats":16,"worksHp":2204,"works":{"sentry_beacon":6,"palisade":17,"turret":4},"needsRider":true,"failures":[]}
{"wave":17,"hp":171.8,"maxHp":175,"level":25,"gold":19,"threats":15,"worksHp":2196,"works":{"sentry_beacon":6,"palisade":17,"turret":4},"needsRider":true,"failures":[]}
{"wave":18,"hp":171.8,"maxHp":175,"level":25,"gold":19,"threats":35,"worksHp":2196,"works":{"sentry_beacon":6,"palisade":17,"turret":4},"needsRider":false,"failures":[]}
{"wave":18,"hp":171.8,"maxHp":175,"level":25,"gold":8,"threats":27,"worksHp":2376,"works":{"sentry_beacon":6,"palisade":18,"turret":4},"needsRider":true,"failures":[]}
{"wave":18,"hp":171.8,"maxHp":175,"level":25,"gold":8,"threats":26,"worksHp":2368,"works":{"sentry_beacon":6,"palisade":18,"turret":4},"needsRider":true,"failures":[]}
{"wave":18,"hp":171.8,"maxHp":175,"level":25,"gold":8,"threats":27,"worksHp":2360,"works":{"sentry_beacon":6,"palisade":18,"turret":4},"needsRider":true,"failures":[]}
{"wave":18,"hp":171.8,"maxHp":175,"level":25,"gold":8,"threats":26,"worksHp":2344,"works":{"sentry_beacon":6,"palisade":18,"turret":4},"needsRider":true,"failures":[]}
{"wave":18,"hp":171.8,"maxHp":175,"level":26,"gold":8,"threats":25,"worksHp":2328,"works":{"sentry_beacon":6,"palisade":18,"turret":4},"offer":["wide_ring","spring_heels","assay_bonus"],"needsRider":true,"failures":[]}
{"wave":18,"hp":171.8,"maxHp":175,"level":26,"gold":8,"threats":24,"worksHp":2312,"works":{"sentry_beacon":6,"palisade":18,"turret":4},"offer":["wide_ring","spring_heels","assay_bonus"],"needsRider":true,"failures":[]}
{"wave":18,"hp":171.8,"maxHp":175,"level":26,"gold":8,"threats":22,"worksHp":2296,"works":{"sentry_beacon":6,"palisade":18,"turret":4},"offer":["wide_ring","spring_heels","assay_bonus"],"needsRider":true,"failures":[]}
{"wave":18,"hp":171.8,"maxHp":175,"level":26,"gold":8,"threats":20,"worksHp":2280,"works":{"sentry_beacon":6,"palisade":18,"turret":4},"offer":["wide_ring","spring_heels","assay_bonus"],"needsRider":true,"failures":[]}
{"wave":18,"hp":171.8,"maxHp":175,"level":26,"gold":8,"threats":19,"worksHp":2268,"works":{"sentry_beacon":6,"palisade":18,"turret":4},"offer":["wide_ring","spring_heels","assay_bonus"],"needsRider":true,"failures":[]}
{"wave":18,"hp":171.8,"maxHp":175,"level":26,"gold":5,"threats":17,"worksHp":2360,"works":{"sentry_beacon":6,"palisade":18,"turret":4},"needsRider":true,"failures":[]}
{"wave":18,"hp":171.8,"maxHp":175,"level":26,"gold":5,"threats":17,"worksHp":2344,"works":{"sentry_beacon":6,"palisade":18,"turret":4},"needsRider":true,"failures":[]}
{"wave":18,"hp":171.8,"maxHp":175,"level":26,"gold":5,"threats":16,"worksHp":2336,"works":{"sentry_beacon":6,"palisade":18,"turret":4},"needsRider":true,"failures":[]}
{"wave":18,"hp":171.8,"maxHp":175,"level":26,"gold":4,"threats":16,"worksHp":2368,"works":{"sentry_beacon":6,"palisade":18,"turret":4},"needsRider":true,"failures":[]}
{"wave":18,"hp":171.8,"maxHp":175,"level":26,"gold":4,"threats":16,"worksHp":2360,"works":{"sentry_beacon":6,"palisade":18,"turret":4},"needsRider":true,"failures":[]}
{"wave":18,"hp":171.8,"maxHp":175,"level":26,"gold":4,"threats":17,"worksHp":2352,"works":{"sentry_beacon":6,"palisade":18,"turret":4},"needsRider":true,"failures":[]}
{"wave":18,"hp":171.8,"maxHp":175,"level":26,"gold":4,"threats":17,"worksHp":2344,"works":{"sentry_beacon":6,"palisade":18,"turret":4},"needsRider":true,"failures":[]}
{"wave":19,"hp":171.8,"maxHp":175,"level":26,"gold":3,"threats":34,"worksHp":2376,"works":{"sentry_beacon":6,"palisade":18,"turret":4},"needsRider":false,"failures":[]}
{"wave":19,"hp":163.8,"maxHp":175,"level":27,"gold":50,"threats":32,"worksHp":2500,"works":{"sentry_beacon":6,"palisade":18,"turret":4},"offer":["spring_heels","wide_ring","sharpen"],"needsRider":true,"failures":[]}
{"wave":19,"hp":163.8,"maxHp":175,"level":27,"gold":50,"threats":32,"worksHp":2492,"works":{"sentry_beacon":6,"palisade":18,"turret":4},"offer":["spring_heels","wide_ring","sharpen"],"needsRider":true,"failures":[]}
{"wave":19,"hp":163.8,"maxHp":175,"level":27,"gold":50,"threats":31,"worksHp":2484,"works":{"sentry_beacon":6,"palisade":18,"turret":4},"offer":["spring_heels","wide_ring","sharpen"],"needsRider":true,"failures":[]}
{"wave":19,"hp":163.8,"maxHp":175,"level":27,"gold":50,"threats":30,"worksHp":2476,"works":{"sentry_beacon":6,"palisade":18,"turret":4},"offer":["spring_heels","wide_ring","sharpen"],"needsRider":true,"failures":[]}
{"wave":19,"hp":163.8,"maxHp":175,"level":27,"gold":48,"threats":30,"worksHp":2532,"works":{"sentry_beacon":6,"palisade":18,"turret":4},"needsRider":true,"failures":[]}
{"wave":19,"hp":163.8,"maxHp":175,"level":27,"gold":48,"threats":29,"worksHp":2524,"works":{"sentry_beacon":6,"palisade":18,"turret":4},"needsRider":true,"failures":[]}
{"wave":19,"hp":163.8,"maxHp":175,"level":27,"gold":48,"threats":25,"worksHp":2516,"works":{"sentry_beacon":6,"palisade":18,"turret":4},"needsRider":true,"failures":[]}
{"wave":19,"hp":163.8,"maxHp":175,"level":27,"gold":48,"threats":23,"worksHp":2508,"works":{"sentry_beacon":6,"palisade":18,"turret":4},"needsRider":true,"failures":[]}
{"wave":19,"hp":163.8,"maxHp":175,"level":27,"gold":48,"threats":21,"worksHp":2500,"works":{"sentry_beacon":6,"palisade":18,"turret":4},"needsRider":true,"failures":[]}
{"wave":19,"hp":163.8,"maxHp":175,"level":27,"gold":48,"threats":20,"worksHp":2492,"works":{"sentry_beacon":6,"palisade":18,"turret":4},"needsRider":true,"failures":[]}
{"wave":19,"hp":163.8,"maxHp":175,"level":27,"gold":47,"threats":20,"worksHp":2524,"works":{"sentry_beacon":6,"palisade":18,"turret":4},"needsRider":true,"failures":[]}
{"wave":19,"hp":163.8,"maxHp":175,"level":27,"gold":47,"threats":20,"worksHp":2516,"works":{"sentry_beacon":6,"palisade":18,"turret":4},"needsRider":true,"failures":[]}
{"wave":19,"hp":163.8,"maxHp":175,"level":27,"gold":44,"threats":18,"worksHp":2648,"works":{"sentry_beacon":6,"palisade":18,"turret":4},"needsRider":true,"failures":[]}
{"wave":19,"hp":163.8,"maxHp":175,"level":27,"gold":44,"threats":18,"worksHp":2640,"works":{"sentry_beacon":6,"palisade":18,"turret":4},"needsRider":true,"failures":[]}
{"wave":19,"hp":163.8,"maxHp":175,"level":27,"gold":44,"threats":17,"worksHp":2632,"works":{"sentry_beacon":6,"palisade":18,"turret":4},"needsRider":true,"failures":[]}
{"wave":19,"hp":163.8,"maxHp":175,"level":27,"gold":44,"threats":17,"worksHp":2624,"works":{"sentry_beacon":6,"palisade":18,"turret":4},"needsRider":true,"failures":[]}
{"wave":19,"hp":163.8,"maxHp":175,"level":27,"gold":43,"threats":16,"worksHp":2680,"works":{"sentry_beacon":6,"palisade":18,"turret":4},"needsRider":true,"failures":[]}
{"wave":19,"hp":163.8,"maxHp":175,"level":27,"gold":43,"threats":15,"worksHp":2672,"works":{"sentry_beacon":6,"palisade":18,"turret":4},"needsRider":true,"failures":[]}
{"wave":19,"hp":163.8,"maxHp":175,"level":27,"gold":43,"threats":15,"worksHp":2664,"works":{"sentry_beacon":6,"palisade":18,"turret":4},"needsRider":true,"failures":[]}
{"wave":19,"hp":163.8,"maxHp":175,"level":27,"gold":43,"threats":15,"worksHp":2656,"works":{"sentry_beacon":6,"palisade":18,"turret":4},"needsRider":true,"failures":[]}
{"wave":19,"hp":163.8,"maxHp":175,"level":27,"gold":88,"threats":15,"worksHp":2648,"works":{"sentry_beacon":6,"palisade":18,"turret":4},"needsRider":true,"failures":[]}
{"wave":19,"hp":163.8,"maxHp":175,"level":27,"gold":93,"threats":16,"worksHp":2640,"works":{"sentry_beacon":6,"palisade":18,"turret":4},"needsRider":true,"failures":[]}
{"wave":19,"hp":163.8,"maxHp":175,"level":27,"gold":93,"threats":16,"worksHp":2632,"works":{"sentry_beacon":6,"palisade":18,"turret":4},"needsRider":true,"failures":[]}
{"wave":20,"hp":163.8,"maxHp":175,"level":27,"gold":93,"threats":43,"worksHp":2632,"works":{"sentry_beacon":6,"palisade":18,"turret":4},"needsRider":false,"failures":[]}
{"wave":20,"hp":163.8,"maxHp":175,"level":27,"gold":92,"threats":39,"worksHp":2526,"works":{"sentry_beacon":6,"palisade":18,"turret":4},"needsRider":true,"failures":[]}
{"wave":20,"hp":163.8,"maxHp":175,"level":27,"gold":140,"threats":30,"worksHp":2464,"works":{"sentry_beacon":6,"palisade":18,"turret":4},"needsRider":true,"failures":[]}
{"wave":20,"hp":163.8,"maxHp":175,"level":27,"gold":140,"threats":27,"worksHp":2364,"works":{"sentry_beacon":6,"palisade":18,"turret":4},"needsRider":true,"failures":[]}
{"wave":20,"hp":155.8,"maxHp":175,"level":28,"gold":137,"threats":42,"worksHp":2364,"works":{"sentry_beacon":6,"palisade":18,"turret":4},"offer":["wide_ring","spring_heels","assay_bonus"],"needsRider":true,"failures":[]}
{"wave":20,"hp":155.8,"maxHp":175,"level":28,"gold":134,"threats":40,"worksHp":2364,"works":{"sentry_beacon":6,"palisade":18,"turret":4},"needsRider":true,"failures":[]}
{"wave":20,"hp":155.8,"maxHp":175,"level":28,"gold":131,"threats":38,"worksHp":2364,"works":{"sentry_beacon":6,"palisade":18,"turret":4},"needsRider":true,"failures":[]}
{"wave":20,"hp":155.8,"maxHp":175,"level":28,"gold":128,"threats":37,"worksHp":2472,"works":{"sentry_beacon":6,"palisade":18,"turret":4},"needsRider":true,"failures":[]}
{"wave":20,"hp":155.8,"maxHp":175,"level":28,"gold":128,"threats":37,"worksHp":2464,"works":{"sentry_beacon":6,"palisade":18,"turret":4},"needsRider":true,"failures":[]}
{"wave":20,"hp":155.8,"maxHp":175,"level":28,"gold":128,"threats":36,"worksHp":2348,"works":{"sentry_beacon":6,"palisade":18,"turret":4},"needsRider":true,"failures":[]}
{"wave":20,"hp":155.8,"maxHp":175,"level":28,"gold":125,"threats":36,"worksHp":2456,"works":{"sentry_beacon":6,"palisade":18,"turret":4},"needsRider":true,"failures":[]}
{"wave":20,"hp":155.8,"maxHp":175,"level":28,"gold":125,"threats":37,"worksHp":2448,"works":{"sentry_beacon":6,"palisade":18,"turret":4},"needsRider":true,"failures":[]}
{"wave":20,"hp":155.8,"maxHp":175,"level":28,"gold":125,"threats":37,"worksHp":2440,"works":{"sentry_beacon":6,"palisade":18,"turret":4},"needsRider":true,"failures":[]}
{"wave":20,"hp":155.8,"maxHp":175,"level":28,"gold":125,"threats":37,"worksHp":2432,"works":{"sentry_beacon":6,"palisade":18,"turret":4},"needsRider":true,"failures":[]}
{"wave":20,"hp":155.8,"maxHp":175,"level":28,"gold":125,"threats":37,"worksHp":2316,"works":{"sentry_beacon":6,"palisade":18,"turret":4},"needsRider":true,"failures":[]}
{"wave":20,"hp":155.8,"maxHp":175,"level":28,"gold":125,"threats":36,"worksHp":2308,"works":{"sentry_beacon":6,"palisade":18,"turret":4},"needsRider":true,"failures":[]}
{"wave":20,"hp":155.8,"maxHp":175,"level":28,"gold":125,"threats":37,"worksHp":2300,"works":{"sentry_beacon":6,"palisade":18,"turret":4},"needsRider":true,"failures":[]}
{"wave":20,"hp":155.8,"maxHp":175,"level":28,"gold":125,"threats":37,"worksHp":2292,"works":{"sentry_beacon":6,"palisade":18,"turret":4},"needsRider":true,"failures":[]}
{"wave":20,"hp":155.8,"maxHp":175,"level":28,"gold":125,"threats":37,"worksHp":2168,"works":{"sentry_beacon":6,"palisade":18,"turret":4},"needsRider":true,"failures":[]}
{"wave":20,"hp":155.8,"maxHp":175,"level":28,"gold":125,"threats":37,"worksHp":2160,"works":{"sentry_beacon":6,"palisade":18,"turret":4},"needsRider":true,"failures":[]}
{"wave":20,"hp":155.8,"maxHp":175,"level":28,"gold":125,"threats":37,"worksHp":2152,"works":{"sentry_beacon":6,"palisade":18,"turret":4},"needsRider":true,"failures":[]}
{"wave":20,"hp":155.8,"maxHp":175,"level":28,"gold":123,"threats":36,"worksHp":2208,"works":{"sentry_beacon":6,"palisade":18,"turret":4},"needsRider":true,"failures":[]}
